filename,year,month,label,patchcore_score
ech_kalor_Canon_2018-06-01_00.11.49.jpg,2018,6,normal,
ech_kalor_Canon_2018-06-01_01.11.48.jpg,2018,6,normal,
ech_kalor_Canon_2018-06-01_02.11.49.jpg,2018,6,lave,
ech_kalor_Canon_2018-06-01_05.11.49.jpg,2018,6,normal,
ech_kalor_Canon_2018-06-01_08.11.48.jpg,2018,6,lave,
ech_kalor_Canon_2018-06-01_11.11.48.jpg,2018,6,normal,
ech_kalor_Canon_2018-06-01_17.12.21.jpg,2018,6,lave,
ech_kalor_Canon_2018-06-01_17.35.27.jpg,2018,6,normal,
ech_kalor_Canon_2018-06-01_18.39.19.jpg,2018,6,normal,
ech_kalor_Canon_2018-06-01_19.16.35.jpg,2018,6,normal,
ech_kalor_Canon_2018-06-01_19.43.22.jpg,2018,6,lave,
ech_kalor_Canon_2018-06-01_20.06.51.jpg,2018,6,normal,
ech_kalor_Canon_2018-06-01_20.09.32.jpg,2018,6,normal,
ech_kalor_Canon_2018-06-01_20.13.21.jpg,2018,6,lave,
ech_kalor_Canon_2018-06-01_21.26.58.jpg,2018,6,normal,
ech_kalor_Canon_2018-06-01_21.47.41.jpg,2018,6,normal,
ech_kalor_Canon_2018-06-01_21.57.05.jpg,2018,6,normal,
ech_kalor_Canon_2018-06-01_22.05.57.jpg,2018,6,lave,
ech_kalor_Canon_2018-06-01_22.08.23.jpg,2018,6,lave,
ech_kalor_Canon_2018-06-01_22.11.09.jpg,2018,6,lave,
ech_kalor_Canon_2018-06-01_22.11.50.jpg,2018,6,normal,
ech_kalor_Canon_2018-06-01_22.15.43.jpg,2018,6,lave,
ech_kalor_Canon_2018-06-01_22.24.15.jpg,2018,6,lave,
ech_kalor_Canon_2018-06-01_22.25.31.jpg,2018,6,lave,
ech_kalor_Canon_2018-06-01_22.26.14.jpg,2018,6,lave,
ech_kalor_Canon_2018-06-01_22.27.55.jpg,2018,6,lave,
ech_kalor_Canon_2018-06-01_22.34.00.jpg,2018,6,lave,
ech_kalor_Canon_2018-06-01_22.34.24.jpg,2018,6,lave,
ech_kalor_Canon_2018-06-01_22.35.40.jpg,2018,6,lave,
ech_kalor_Canon_2018-06-01_22.42.50.jpg,2018,6,lave,
ech_kalor_Canon_2018-06-01_23.11.48.jpg,2018,6,lave,
ech_kalor_Canon_2018-06-02_00.11.49.jpg,2018,6,lave,
ech_kalor_Canon_2018-06-02_01.11.48.jpg,2018,6,lave,
ech_kalor_Canon_2018-06-02_02.11.49.jpg,2018,6,lave,
ech_kalor_Canon_2018-06-02_05.11.49.jpg,2018,6,lave,
ech_kalor_Canon_2018-06-02_08.11.49.jpg,2018,6,lave,
ech_kalor_Canon_2018-06-02_11.11.49.jpg,2018,6,normal,
ech_kalor_Canon_2018-06-02_17.12.22.jpg,2018,6,normal,
ech_kalor_Canon_2018-06-02_17.32.21.jpg,2018,6,normal,
ech_kalor_Canon_2018-06-02_17.38.43.jpg,2018,6,normal,
ech_kalor_Canon_2018-06-02_17.47.56.jpg,2018,6,normal,
ech_kalor_Canon_2018-06-02_19.43.21.jpg,2018,6,normal,
ech_kalor_Canon_2018-06-02_20.13.22.jpg,2018,6,normal,
ech_kalor_Canon_2018-06-02_20.46.48.jpg,2018,6,normal,
ech_kalor_Canon_2018-06-02_20.52.32.jpg,2018,6,normal,
ech_kalor_Canon_2018-06-02_21.34.54.jpg,2018,6,normal,
ech_kalor_Canon_2018-06-02_21.50.09.jpg,2018,6,normal,
ech_kalor_Canon_2018-06-02_22.11.49.jpg,2018,6,normal,
ech_kalor_Canon_2018-08-01_00.11.48.jpg,2018,8,normal,
ech_kalor_Canon_2018-08-01_01.11.48.jpg,2018,8,lave,
ech_kalor_Canon_2018-08-01_02.11.49.jpg,2018,8,lave,
ech_kalor_Canon_2018-08-01_05.11.49.jpg,2018,8,lave,
ech_kalor_Canon_2018-08-01_08.11.48.jpg,2018,8,lave,
ech_kalor_Canon_2018-08-01_11.11.49.jpg,2018,8,normal,
ech_kalor_Canon_2018-08-01_17.12.22.jpg,2018,8,lave,
ech_kalor_Canon_2018-08-01_19.43.21.jpg,2018,8,lave,
ech_kalor_Canon_2018-08-01_20.13.22.jpg,2018,8,lave,
ech_kalor_Canon_2018-08-01_22.11.49.jpg,2018,8,normal,
ech_kalor_Canon_2018-08-01_23.11.49.jpg,2018,8,lave,
ech_kalor_Canon_2018-08-02_00.11.49.jpg,2018,8,lave,
ech_kalor_Canon_2018-08-02_01.11.48.jpg,2018,8,lave,
ech_kalor_Canon_2018-09-01_00.11.48.jpg,2018,9,lave,
ech_kalor_Canon_2018-09-01_01.11.48.jpg,2018,9,lave,
